Tanggal,Provinsi,Kriteria UMKM,Jenis UMKM,Lokasi Usaha,Lama Usaha (Bulan),Status Kepemilikan Tempat Usaha,Jumlah Karyawan,Aset Usaha (IDR),Jumlah Pasti Aset Usaha (IDR),Liabilitas Usaha (IDR),Jumlah Pasti Liabilitas Usaha (IDR),Omset Bulanan (IDR),Jumlah Pasti Omset Bulanan (IDR),Laba Bersih (IDR),Jumlah Pasti Laba Bersih (IDR),Jumlah Pinjaman (IDR),Jumlah Pasti Jumlah Pinjaman (IDR),Rekening Bank,Skor Kredit,Kategori Skor Kredit
2022-02-07,16,2,2,3,115,2,13,7,317950000,8,495150000,7,369520000,4,97960000,9,609900000,1,850,5
2023-10-23,20,3,5,1,203,1,44,12,6248770000,10,2878880000,12,6294650000,10,2475690000,12,5259960000,0,850,5
2023-02-11,30,1,5,3,9,1,2,2,25120000,1,4560000,2,17710000,2,22280000,3,37010000,1,739,3
2022-02-10,20,1,1,1,12,1,4,1,7570000,1,1160000,3,31250000,2,11330000,2,27860000,1,651,2
2022-08-12,28,1,4,1,6,2,4,3,31840000,1,8260000,1,7170000,3,38100000,1,5380000,1,833,5
2021-02-20,2,2,4,3,119,3,20,8,478010000,4,99960000,5,131400000,9,614940000,6,253420000,1,850,5
2022-04-04,5,3,2,3,195,3,50,12,5359110000,13,7245710000,10,2581570000,13,9032860000,12,6128550000,0,850,5
2023-06-11,9,3,2,1,163,1,89,10,1780860000,10,1080380000,11,4167240000,13,9393070000,13,9372340000,1,850,5
2020-01-16,7,3,3,1,127,3,38,12,5365070000,13,8631090000,12,5742010000,13,9213790000,13,8117030000,0,850,5
2020-06-23,38,3,4,3,176,4,47,12,6017000000,10,1011720000,13,8310480000,13,9215760000,12,5715610000,0,850,5
2021-04-29,29,2,1,1,90,3,19,7,352470000,9,688030000,7,333880000,5,198430000,5,181650000,0,850,5
2021-06-19,33,2,3,1,31,2,17,4,52090000,7,374260000,6,219400000,6,275520000,9,518720000,1,850,5
2022-08-04,33,2,4,3,106,4,6,9,759160000,8,419260000,9,684140000,6,286950000,8,445640000,0,850,5
2021-12-10,13,3,2,2,210,1,55,11,4143000000,12,6117730000,13,7267190000,10,1625420000,13,8035750000,0,850,5
2020-04-26,36,1,4,1,34,4,1,1,6540000,2,17670000,1,9950000,2,14820000,3,31590000,1,535,1
2022-10-02,4,3,3,1,96,4,63,11,3960430000,10,1866670000,12,5757520000,11,3613650000,12,6670110000,1,850,5
2023-06-19,6,3,1,1,174,2,100,13,9146800000,11,3170800000,10,2456960000,11,3836860000,12,6624630000,0,850,5
2022-03-05,4,2,1,3,20,2,21,5,156000000,9,853810000,8,458030000,6,243130000,6,200960000,0,850,5
2023-11-06,13,2,4,1,91,2,17,7,368810000,4,66660000,7,382700000,5,177210000,8,415100000,0,850,5
2023-03-21,15,1,5,1,7,2,3,3,38730000,2,14480000,1,8900000,1,9700000,3,33050000,1,649,2
2020-05-23,22,1,2,3,35,1,5,1,2730000,1,1250000,3,44480000,1,2160000,3,33360000,1,627,2
2020-07-23,12,1,1,1,14,1,2,3,48190000,3,44290000,2,16410000,3,35570000,3,48760000,0,781,4
2021-04-09,13,1,1,1,20,1,1,3,39420000,3,46810000,3,48960000,3,48330000,3,49560000,1,850,5
2021-05-22,36,3,4,2,77,2,27,11,4392300000,11,3242380000,12,6296600000,12,5710780000,13,7426130000,0,850,5
2023-10-03,29,1,1,1,31,1,5,3,48390000,3,43740000,3,35720000,1,3100000,3,45870000,0,652,2
2021-10-24,14,1,2,3,27,1,4,1,2150000,3,43830000,1,9160000,2,23750000,3,44070000,0,456,1
2023-01-14,21,1,3,3,30,3,4,2,14540000,3,39580000,2,23370000,2,26950000,1,2410000,1,655,2
2022-03-15,8,3,4,2,217,2,36,10,2073600000,12,6119280000,12,6896630000,11,4739880000,11,4748030000,0,850,5
2021-05-01,12,1,2,3,3,3,1,1,4120000,2,27070000,2,18840000,3,34120000,3,36520000,0,601,2
2022-10-22,4,3,4,1,220,4,58,12,5199770000,10,1623940000,11,4954430000,13,8937510000,13,8619840000,0,850,5
2021-06-07,17,1,5,2,23,3,2,1,7160000,1,420000,2,24930000,2,14650000,2,24590000,1,643,2
2022-04-30,19,1,1,3,21,1,3,2,24850000,1,5910000,2,20650000,3,45980000,3,49030000,0,850,5
2020-08-04,35,3,4,2,232,1,76,10,1244280000,11,3884970000,11,3710600000,11,4375840000,11,4881810000,1,850,5
2022-01-02,21,3,1,1,166,4,42,13,8715400000,13,8247720000,12,6027780000,11,3705860000,12,6615440000,0,850,5
2020-07-01,37,3,1,1,128,3,54,10,1879510000,13,9498700000,12,6866690000,13,9130070000,10,1972360000,0,850,5
2022-02-23,26,2,5,2,63,2,8,8,422060000,5,124680000,4,74360000,7,341900000,8,417030000,0,850,5
2023-08-03,15,1,3,3,9,1,1,3,45340000,1,9440000,1,3290000,2,28710000,2,12710000,0,758,4
2022-11-03,30,3,3,1,128,2,59,11,3118890000,13,8602150000,10,2728590000,13,8953460000,12,6841260000,0,850,5
2023-01-22,4,1,1,1,21,4,2,2,11200000,1,7170000,3,39830000,2,13560000,3,41510000,1,695,3
2021-07-03,6,2,1,3,68,1,11,6,284040000,6,288410000,5,110370000,7,366110000,4,75530000,0,850,5
2022-07-23,25,1,1,2,34,4,2,2,20150000,1,1080000,1,4980000,1,2730000,2,29820000,0,501,1
2020-11-16,14,1,1,2,30,3,3,2,10290000,1,6700000,2,23900000,2,20470000,3,41790000,1,690,3
2022-10-30,2,3,1,1,141,1,63,13,8838070000,12,6039270000,12,6145370000,10,2571950000,10,1059840000,1,850,5
2023-03-20,11,3,3,2,240,3,76,11,4497360000,10,1183250000,13,7240170000,13,9823860000,12,6878120000,0,850,5
2020-07-27,6,3,4,3,145,1,54,13,7006830000,13,7577100000,10,2327390000,10,2058640000,13,8969680000,0,850,5
2020-04-08,2,1,3,1,8,3,3,2,19920000,2,14060000,2,15750000,1,9390000,3,33080000,0,532,1
2022-06-01,4,1,3,2,16,4,4,1,5160000,2,21870000,1,6430000,2,14590000,1,2520000,0,452,1
2021-09-07,33,3,5,2,119,2,49,12,5171950000,12,5372570000,12,6783030000,10,1908570000,10,1639430000,1,850,5
2021-07-01,35,1,2,3,9,1,4,1,7480000,2,11350000,2,16540000,3,36450000,2,10270000,1,726,3
2023-08-07,7,1,2,2,24,3,5,2,21200000,2,18690000,2,14950000,1,5610000,2,26760000,1,572,1
2020-11-09,20,1,4,2,7,2,4,2,16900000,3,48270000,2,23940000,3,43290000,2,12300000,0,687,3
2022-01-16,27,3,2,1,225,1,25,12,6838600000,11,4923330000,11,3709130000,10,2433330000,11,4657730000,1,850,5
2020-12-23,30,1,3,3,24,4,5,1,150000,1,7640000,3,33120000,1,4170000,2,16080000,0,519,1
2021-02-26,27,3,2,1,152,3,91,13,7054690000,12,5556720000,13,7545830000,11,3323460000,13,8988840000,0,850,5
2022-02-09,14,1,3,3,12,4,4,2,20310000,3,30710000,2,24420000,3,49110000,3,42360000,0,817,5
2021-08-18,26,3,2,3,91,3,26,13,8514860000,13,9234880000,10,1889460000,11,4969890000,10,2026670000,0,850,5
2023-11-16,22,3,4,1,171,3,62,11,4255760000,10,2525120000,11,4107590000,13,9859430000,12,5204820000,1,850,5
2022-03-15,2,2,5,3,17,2,8,4,70110000,8,410030000,5,115910000,5,152060000,7,358110000,1,850,5
2022-10-17,23,1,3,1,27,3,1,1,6720000,3,36980000,2,24320000,2,18870000,3,34980000,1,566,1
2020-03-05,21,1,1,3,27,1,1,1,6630000,3,42010000,1,2430000,1,2770000,1,660000,1,348,1
2022-05-02,37,1,5,3,35,1,2,3,44440000,2,20590000,3,34880000,1,9270000,1,7700000,0,733,3
2023-12-08,31,1,1,1,29,1,1,2,28130000,3,46110000,1,6800000,1,3570000,1,2460000,0,419,1
2020-10-11,8,2,4,3,33,4,7,9,651870000,4,55260000,7,369730000,4,56850000,9,921990000,1,850,5
2023-10-21,29,1,4,2,3,1,4,2,14160000,1,810000,3,46000000,1,9980000,2,20380000,1,725,3
2020-11-27,35,1,3,3,19,1,2,3,36000000,3,45370000,1,9620000,2,25260000,3,44690000,1,670,3
2023-07-20,24,2,3,2,48,3,13,4,74090000,4,74520000,9,766910000,8,433740000,5,167740000,1,850,5
2022-04-26,19,1,4,2,9,2,5,2,11820000,1,5380000,2,16250000,1,9230000,1,2860000,1,577,1
2020-05-22,35,3,2,3,120,1,93,13,9181060000,11,3864500000,11,3462580000,12,6139050000,12,5086650000,1,850,5
2022-11-13,14,2,3,1,54,2,23,5,155550000,6,295960000,6,262040000,4,58630000,8,416580000,1,850,5
2020-11-24,3,1,2,1,27,3,1,1,2510000,2,25990000,1,2680000,3,33960000,1,5390000,0,546,1
2022-11-25,26,1,1,2,34,4,1,1,2710000,3,32330000,2,10330000,3,38990000,1,9510000,1,642,2
2023-05-13,17,1,3,3,23,1,4,2,29600000,3,31110000,1,6250000,2,16110000,3,48250000,0,556,1
2023-09-25,27,3,1,3,41,4,94,11,4923880000,13,8200070000,13,9863530000,12,5712440000,10,1818320000,0,850,5
2022-12-24,26,2,3,2,78,3,13,7,346860000,9,669280000,5,169170000,7,312500000,4,69220000,1,850,5
2022-01-10,4,1,1,1,3,2,3,3,42620000,1,5450000,1,7820000,3,44340000,1,2720000,0,850,5
2021-03-29,21,2,1,2,30,2,18,7,323090000,5,109660000,6,287810000,7,307530000,7,348280000,0,850,5
2021-12-09,13,1,5,1,27,2,5,1,5890000,3,43790000,2,20810000,2,23950000,1,8420000,0,517,1
2023-09-11,15,1,2,1,34,2,1,3,37920000,2,16410000,2,16520000,2,14250000,2,25090000,1,721,3
2022-03-08,21,1,5,3,22,2,4,2,28600000,2,17100000,1,9400000,3,47680000,3,49840000,0,822,5
2022-09-20,9,3,4,2,186,4,84,10,1731580000,13,7603120000,11,4953570000,11,4569910000,12,5994600000,0,850,5
2022-02-07,6,1,2,1,12,2,4,2,25200000,1,7050000,2,12490000,1,260000,2,12780000,0,520,1
2020-04-26,22,3,4,2,64,3,35,13,9244300000,12,6576480000,11,4206730000,11,3437850000,11,4802880000,1,850,5
2023-08-14,22,3,5,3,140,2,61,11,4039450000,10,1506420000,10,2673920000,13,8910280000,11,4044900000,1,850,5
2021-09-02,23,1,2,1,6,1,2,1,7010000,2,27900000,3,33710000,3,37050000,2,13550000,0,699,3
2023-06-25,20,3,1,2,211,4,43,10,2171450000,11,3936860000,10,1438360000,11,4431020000,13,7592430000,0,850,5
2023-08-28,22,2,3,1,109,2,23,6,282490000,4,65860000,7,353680000,8,442890000,5,114300000,1,850,5
2022-05-24,31,2,5,1,68,3,7,4,59120000,4,57110000,6,206710000,6,233390000,8,456340000,0,850,5
2022-06-02,2,1,1,1,33,1,1,2,20680000,1,7690000,3,40410000,2,26900000,3,30650000,0,793,4
2023-11-06,33,1,5,1,27,4,5,1,810000,1,3600000,3,35340000,2,24340000,2,22980000,0,679,3
2020-01-08,24,1,5,3,22,2,4,2,24280000,2,29050000,1,9770000,1,4610000,3,46090000,0,465,1
2020-12-06,18,1,2,1,31,4,4,3,40640000,3,41500000,2,21370000,3,45310000,2,18310000,0,850,5
2021-11-23,9,3,1,3,161,1,29,11,3635080000,11,4435710000,11,3925810000,10,1421720000,10,2294330000,0,850,5
2021-09-06,28,3,1,2,77,4,49,13,8991410000,11,4345170000,13,8416090000,13,7254660000,12,5038190000,1,850,5
2020-05-01,28,2,2,2,95,4,17,4,50880000,4,79730000,9,798350000,8,477340000,7,397560000,0,850,5
2020-06-24,11,2,3,3,14,3,14,9,891550000,5,117640000,4,66530000,7,312470000,6,268810000,0,850,5
2020-06-24,29,1,2,1,12,1,3,3,31000000,3,37600000,1,270000,1,5480000,3,38470000,0,445,1
2021-11-22,30,2,2,3,100,1,19,6,298940000,6,215160000,4,78520000,7,335280000,9,921800000,1,850,5
2022-12-07,38,1,4,2,28,1,1,1,10000000,2,15860000,1,8310000,1,3550000,2,17540000,0,430,1
2022-07-27,6,3,1,2,106,1,45,12,6422920000,13,7741220000,10,1503890000,13,9271500000,11,3832930000,1,850,5
2021-10-04,29,2,1,3,29,4,17,5,103170000,7,325360000,5,192680000,6,254490000,5,135430000,1,850,5
2023-11-10,24,2,1,2,103,4,18,8,419880000,9,622020000,5,106730000,7,365650000,5,164230000,1,850,5
2022-08-22,30,3,2,2,133,2,25,12,6236950000,12,6943660000,12,6770620000,12,5174790000,13,9892150000,0,850,5
2023-10-15,1,3,3,2,85,3,95,12,5634250000,11,4591790000,13,8479690000,11,4940760000,11,4750870000,1,850,5
2023-04-19,23,2,3,3,71,2,17,4,82080000,7,379410000,5,183070000,8,472520000,4,95730000,0,850,5
2023-02-05,6,2,1,3,38,1,23,9,785910000,9,603160000,7,326670000,7,381140000,4,96720000,1,850,5
2021-08-21,36,3,3,2,160,3,51,12,6069800000,13,9424930000,11,3989690000,12,6262810000,12,6287390000,0,850,5
2021-04-18,37,1,5,2,18,4,4,3,36170000,3,31440000,3,43490000,1,4240000,2,18550000,1,705,3
2020-03-15,7,3,1,2,80,4,35,10,1146710000,10,1440920000,12,6446180000,13,7673330000,13,9803010000,0,850,5
2021-12-06,20,3,5,1,60,4,65,13,9935190000,13,7935540000,12,5403440000,11,3167300000,11,4942540000,0,850,5
2020-11-27,27,3,2,1,73,3,57,10,2004110000,11,4043730000,11,4446260000,12,6091550000,11,4193370000,0,850,5
2021-07-04,1,1,4,1,17,2,1,2,28460000,1,7140000,3,34970000,3,41700000,2,14690000,0,850,5
2020-09-13,16,2,3,3,40,1,21,6,292030000,5,143380000,7,312620000,6,202930000,4,87960000,0,850,5
2021-08-22,15,2,3,1,69,1,11,7,361050000,5,116820000,6,212780000,5,142110000,6,273340000,0,850,5
2022-04-09,24,1,4,2,32,3,5,2,22750000,1,5460000,1,7950000,1,7320000,1,3770000,0,552,1
2022-07-22,26,3,2,3,24,3,51,13,7658520000,11,3801370000,13,8884990000,13,8480890000,11,3613270000,1,850,5
2023-03-08,19,3,2,3,53,1,74,13,9682190000,10,2423900000,10,2282290000,11,3854400000,10,1092120000,0,850,5
2023-06-06,4,2,4,1,28,1,24,6,259210000,5,130300000,4,54270000,7,385600000,7,320180000,0,850,5
2020-02-12,37,2,5,1,77,3,8,5,182240000,6,255090000,4,95530000,9,970840000,7,330200000,1,850,5
2021-09-26,4,2,3,3,17,2,5,5,170670000,6,274660000,7,366280000,6,269960000,6,252760000,1,850,5
2023-06-15,32,1,2,2,2,3,5,3,35100000,1,720000,3,37710000,3,47330000,3,35250000,1,850,5
2020-12-12,6,3,2,3,201,4,63,11,3048440000,13,8386890000,12,6262370000,11,4838430000,10,1330920000,0,850,5
2022-05-10,31,3,3,3,190,3,36,13,9151400000,12,5466990000,11,4060140000,10,1992840000,13,8093590000,0,850,5
2020-03-25,21,2,4,3,69,1,24,7,327810000,6,235380000,9,542860000,4,53630000,4,98520000,0,850,5
2021-07-16,14,1,4,2,23,2,4,3,48580000,2,13640000,3,43610000,1,5860000,3,37520000,1,826,5
2022-07-01,20,1,4,3,2,1,2,2,22470000,3,41430000,1,3530000,1,9490000,3,31060000,1,466,1
2022-08-02,13,2,4,2,105,1,15,9,690360000,7,310340000,7,301180000,4,80600000,4,68790000,0,850,5
2021-09-26,30,2,1,2,88,1,7,7,302030000,6,263200000,6,280070000,8,411260000,8,491270000,1,850,5
2021-01-22,33,2,5,1,33,2,5,8,492230000,7,395990000,5,177730000,4,93950000,7,349000000,0,850,5
2022-12-01,12,3,4,1,186,2,74,13,7797520000,11,4244020000,10,2846750000,12,5302920000,11,4844120000,1,850,5
2023-11-10,4,3,2,3,145,4,40,12,5251900000,10,1728820000,11,4803310000,10,2035300000,12,6149800000,1,850,5
2022-02-06,18,2,2,2,40,1,24,5,104830000,6,270660000,6,291460000,4,93120000,8,444750000,1,850,5
2022-08-11,13,3,3,3,142,4,59,12,6281300000,12,6507030000,12,5294790000,12,6774570000,10,1597870000,0,850,5
2020-01-31,37,1,2,3,32,2,5,2,17320000,3,30030000,2,21400000,1,3300000,2,27190000,0,480,1
2020-01-19,10,3,5,3,173,3,88,11,3974970000,12,6036220000,11,3395190000,12,5350180000,11,4751890000,0,850,5
2023-07-13,29,1,5,3,8,4,3,2,10700000,2,24570000,3,33550000,1,3570000,1,70000,1,537,1
2020-01-01,4,1,1,3,27,2,5,1,3550000,1,8350000,3,41260000,2,10760000,1,280000,0,605,2
2023-10-20,35,2,5,1,76,2,13,8,426140000,5,130350000,4,54620000,8,495830000,6,217620000,0,850,5
2021-02-27,27,1,4,3,9,2,4,1,3150000,2,19270000,2,28120000,1,2030000,3,45940000,0,442,1
2022-08-09,34,1,2,2,19,1,5,3,37680000,3,37090000,2,14480000,1,3440000,1,240000,0,521,1
2021-03-29,36,3,5,3,179,1,52,12,6653580000,13,9198500000,12,6477160000,12,5937710000,10,1670910000,0,850,5
2020-07-31,11,1,3,1,1,1,5,1,590000,3,47660000,2,21880000,2,17090000,2,18790000,1,472,1
2023-06-06,24,1,1,3,31,4,4,3,39300000,1,2030000,2,10520000,2,10690000,3,43580000,1,727,3
2020-08-13,35,2,3,3,110,4,23,7,309090000,8,474960000,7,386840000,4,68460000,6,226070000,1,850,5
2022-07-02,28,2,2,3,107,4,23,7,330080000,5,119350000,8,495770000,5,180980000,8,425700000,1,850,5
2021-01-28,38,3,4,1,93,3,81,12,5721740000,11,4482180000,13,9926110000,10,1936660000,10,1202450000,1,850,5
2020-08-11,3,2,1,3,108,1,9,8,480230000,9,843160000,8,491870000,8,463510000,5,138210000,0,850,5
2022-12-21,38,1,1,1,6,4,2,3,34600000,1,8420000,1,5420000,1,1620000,3,34150000,1,577,1
2023-02-17,16,3,1,1,222,1,94,12,6056170000,11,3313880000,10,1885010000,13,8242580000,11,3261550000,0,850,5
2021-09-30,34,1,2,1,11,4,5,3,41710000,2,13360000,2,13270000,1,8080000,3,41110000,0,634,2
2023-11-03,14,1,4,1,1,3,4,1,2980000,3,45710000,2,22470000,1,7830000,1,5080000,1,420,1
2021-07-06,37,1,1,3,17,1,5,1,2150000,3,35830000,1,3820000,1,6890000,1,4080000,0,329,1
2020-02-02,12,3,1,3,192,1,29,10,2838670000,10,2716040000,12,5140650000,10,1741400000,11,4002740000,1,850,5
2023-04-02,25,2,4,1,86,3,9,4,93560000,6,232160000,5,102970000,4,73550000,5,172520000,1,850,5
2022-08-20,35,2,3,1,75,3,16,6,251250000,9,520780000,5,127550000,5,143240000,5,129830000,1,850,5
2021-08-17,10,2,1,2,36,4,19,6,269330000,9,726100000,6,273320000,7,333820000,8,443950000,0,850,5
2020-12-30,24,2,4,3,85,4,18,4,53450000,8,406680000,6,291320000,8,477840000,7,369950000,1,850,5
2021-09-01,30,3,5,1,34,1,34,11,3214720000,10,1586500000,11,4940290000,13,9754900000,13,7791610000,1,850,5
2023-12-15,11,3,2,1,39,1,56,10,2852650000,10,1969740000,10,2423440000,11,3673790000,11,4085340000,0,850,5
2023-02-21,18,3,4,1,187,3,53,11,4260310000,11,4452810000,11,3529290000,11,3844270000,12,5531670000,0,850,5
2020-11-21,28,1,2,3,13,4,3,1,3560000,2,24030000,2,23130000,1,4860000,1,160000,1,479,1
2020-04-05,36,2,1,3,103,2,5,7,384180000,6,211560000,5,198770000,4,76980000,6,219010000,0,850,5
2023-10-31,19,1,1,3,8,1,4,1,990000,3,43040000,1,6200000,2,23940000,3,48010000,0,414,1
2023-12-15,23,3,2,2,42,2,44,11,3807240000,11,3506900000,11,4164280000,11,4699720000,10,1491790000,0,850,5
2021-03-05,31,2,5,1,89,1,14,7,342620000,8,434470000,5,137580000,9,971820000,8,468480000,1,850,5
2021-12-03,24,3,1,3,223,2,84,12,6349160000,12,6631420000,12,6969220000,11,4771550000,11,3061250000,1,850,5
2020-06-03,25,3,3,2,63,3,93,11,3236180000,10,1624680000,13,8846000000,11,3931490000,11,4505820000,1,850,5
2020-12-25,36,1,3,3,5,1,4,2,23310000,2,27350000,3,47640000,3,30030000,2,19070000,1,840,5
2021-02-14,36,3,2,1,204,3,38,13,7174400000,12,5180340000,13,9437760000,10,2530410000,13,8235590000,1,850,5
2022-04-14,24,2,2,1,99,1,14,6,263440000,7,360560000,4,85140000,4,63100000,5,194890000,0,850,5
2021-05-30,6,1,5,3,6,3,3,2,13130000,1,2990000,1,6340000,2,15870000,3,42640000,0,544,1
2021-12-16,24,1,3,2,6,2,1,1,320000,3,47090000,3,47470000,1,5790000,3,31720000,1,484,1
2022-11-22,13,2,3,2,107,2,17,7,381040000,4,54030000,8,441720000,7,311250000,4,81270000,1,850,5
2022-05-13,3,3,2,3,172,3,67,12,6922990000,10,1593080000,10,2397450000,11,3056460000,12,6865480000,1,850,5
2023-04-14,25,3,1,1,93,2,90,11,4317310000,13,9793700000,10,2592660000,10,2329210000,11,3274710000,1,850,5
2023-09-16,13,3,2,3,97,3,26,13,7111210000,10,1394360000,10,2838550000,10,1283620000,10,1694580000,1,850,5
2023-12-25,36,3,1,2,127,2,33,11,4391990000,11,4902220000,10,1122820000,13,7971370000,10,1880180000,1,850,5
2021-07-27,10,2,3,3,86,3,8,7,306620000,8,438800000,6,212970000,5,142740000,4,89350000,1,850,5
2021-09-23,27,2,5,1,80,2,11,7,301710000,7,398570000,9,576370000,7,356460000,9,936750000,1,850,5
2023-02-24,1,2,1,1,52,3,8,8,414620000,9,598180000,6,239820000,9,919940000,6,236130000,0,850,5
2020-03-03,18,2,5,2,24,2,25,5,198430000,4,51030000,5,132800000,7,355870000,8,417850000,0,850,5
2022-01-17,2,1,4,3,21,4,5,3,45780000,1,3150000,2,14960000,1,9780000,1,7660000,1,755,4
2020-04-01,3,3,2,3,175,2,37,12,5056620000,13,9214120000,13,9311620000,10,2565100000,12,5234650000,1,850,5
2022-11-27,27,1,5,3,31,3,2,3,30800000,2,18430000,3,36200000,2,26150000,1,1080000,1,846,5
2023-12-26,16,2,4,1,41,2,22,5,144400000,7,357480000,4,52710000,6,296960000,8,470370000,1,850,5
2022-05-10,18,3,3,1,70,2,62,13,7798970000,13,7504660000,10,1642470000,10,1257530000,12,6848360000,1,850,5
2020-07-17,7,2,3,3,49,2,7,7,391850000,4,69690000,6,206560000,4,55040000,6,228270000,1,850,5
2020-07-08,13,2,2,1,13,1,10,8,485860000,8,420590000,8,423420000,9,728890000,5,172900000,1,850,5
2022-08-11,14,1,3,3,16,3,4,1,8670000,1,8010000,2,21370000,2,15020000,1,4210000,1,623,2
2022-01-10,37,3,1,2,173,3,78,12,5373270000,13,9056650000,13,9080310000,12,5445280000,11,3130100000,1,850,5
2022-02-19,37,2,1,2,25,3,20,4,86300000,4,71240000,8,497530000,8,496210000,5,159590000,0,850,5
2021-06-26,35,3,5,2,170,1,95,12,6877130000,11,3299230000,12,5363170000,10,2997720000,11,3844170000,0,850,5
2021-10-24,12,2,1,3,96,4,17,4,87900000,8,444890000,6,269890000,4,58120000,9,577230000,1,850,5
2021-04-22,38,1,3,3,10,2,5,2,20960000,3,35260000,2,18840000,2,28480000,3,48330000,0,623,2
2022-04-17,36,3,4,1,123,1,94,13,8769720000,12,5378050000,10,1051100000,11,3025040000,12,5605470000,1,850,5
2021-06-17,2,2,1,3,47,4,11,5,181330000,6,208930000,5,175280000,8,488180000,8,462660000,0,850,5
2021-02-16,8,2,1,3,31,3,21,7,327870000,5,171600000,4,75250000,8,498770000,5,104750000,1,850,5
2023-06-20,32,3,3,3,60,2,67,11,4057280000,12,6273910000,11,4296070000,11,4305960000,12,5065090000,0,850,5
2020-12-17,35,1,2,3,33,4,1,1,9130000,2,14700000,3,44810000,2,28880000,2,24920000,1,797,4
2023-01-17,37,2,3,3,84,1,14,8,437790000,4,78030000,8,437460000,8,410810000,5,172540000,1,850,5
2022-11-29,32,3,5,1,146,3,39,11,3177910000,12,5692010000,13,7994000000,10,1549480000,10,2948510000,1,850,5
2023-01-13,9,2,4,2,118,2,18,6,298200000,7,365770000,8,401300000,6,244820000,6,273160000,0,850,5
2022-01-02,4,2,1,1,37,4,15,6,263910000,9,976260000,8,432120000,7,349110000,9,619820000,1,850,5
2020-07-19,22,2,1,3,35,2,9,4,84540000,7,347050000,9,561490000,4,93210000,5,164980000,1,850,5
2020-05-23,37,2,2,1,34,3,8,4,84250000,7,320160000,4,54270000,4,84820000,5,192310000,1,750,4
2020-07-24,12,2,1,2,118,2,11,5,172560000,8,436110000,7,383480000,8,482690000,8,427160000,0,850,5
2023-10-28,36,3,5,3,101,3,25,12,6628600000,12,6589690000,13,9445550000,12,5452220000,13,9548350000,0,850,5
2023-06-21,5,3,3,2,223,2,36,10,2843520000,13,8215750000,11,3603060000,13,7348570000,12,6072160000,0,850,5
2023-03-29,8,1,3,2,23,1,2,3,31450000,1,8590000,2,14370000,2,15010000,3,43400000,0,656,2
2023-11-14,20,2,1,3,77,4,8,9,847180000,9,729140000,4,76580000,9,734180000,5,167580000,1,850,5
2020-03-14,30,3,4,1,83,4,72,12,5540810000,13,8330540000,12,6109110000,10,2850880000,13,8585350000,0,850,5
2023-08-26,33,3,1,3,186,4,94,12,6864820000,10,2749810000,11,3946780000,11,4446600000,13,7838920000,1,850,5
2020-09-02,6,1,2,2,22,1,4,3,49150000,2,28330000,2,18800000,3,37460000,2,25950000,0,850,5
2021-12-08,35,3,2,1,226,3,33,12,5163370000,11,3962600000,11,3407310000,13,8535310000,10,2889830000,0,850,5
2021-09-05,6,2,1,2,43,1,11,6,241220000,5,162690000,7,337020000,6,203050000,7,314590000,0,850,5
2021-07-10,16,1,2,2,33,4,2,2,24000000,3,42160000,2,23870000,3,38720000,3,30010000,0,726,3
2023-06-07,10,2,5,3,59,3,6,4,65750000,8,408490000,7,369130000,4,94410000,6,279850000,1,850,5
2023-01-17,10,2,4,3,107,2,13,8,482830000,5,185240000,7,340370000,9,669760000,5,197020000,1,850,5
2022-02-25,3,1,3,1,23,1,1,2,13410000,1,4740000,1,2220000,2,11310000,3,40570000,0,500,1
2023-02-01,14,3,5,2,141,2,63,11,3147440000,10,2642790000,10,1417170000,10,1377200000,12,5676950000,1,850,5
2023-02-02,28,3,5,2,201,2,83,10,1672350000,10,1421130000,12,6173380000,13,7241660000,13,7743240000,1,850,5
2023-10-20,29,1,5,3,24,3,3,1,6170000,1,9980000,1,6130000,1,4430000,3,40620000,1,481,1
2023-03-09,27,3,2,3,178,3,51,12,6935250000,13,9968560000,12,6237870000,10,1503290000,12,6061230000,1,850,5
2022-03-26,10,1,4,1,4,1,1,2,25970000,2,17170000,1,7420000,3,42890000,2,15070000,0,748,4
2020-12-22,19,2,2,1,63,3,18,5,169720000,9,874460000,4,89280000,7,374590000,8,460310000,0,850,5
2020-06-23,20,1,5,2,1,4,3,1,2790000,2,18480000,2,21080000,2,29150000,3,48440000,0,599,2
2020-01-28,34,3,3,3,51,3,30,11,4215470000,12,5216130000,12,6429630000,11,4525090000,13,9742040000,0,850,5
2023-12-30,18,3,1,2,144,3,33,11,3377460000,10,1143470000,11,4546540000,12,6245770000,10,2768990000,0,850,5
2020-06-18,34,1,4,3,4,3,1,3,38180000,3,44340000,3,32100000,1,4520000,3,48940000,1,616,2
2020-10-12,10,2,4,1,66,1,16,8,479660000,8,494930000,6,257280000,7,305160000,5,189610000,0,850,5
2023-09-14,15,3,3,2,44,2,26,10,2225200000,13,8054220000,10,2986300000,11,4132820000,10,2626130000,0,850,5
2022-06-02,22,2,4,2,78,3,5,8,436630000,9,945080000,9,949790000,9,748900000,9,753940000,0,850,5
2022-01-13,1,3,5,3,200,2,91,12,5758770000,11,4775750000,11,4386660000,11,3930590000,10,1796450000,1,850,5
2023-03-17,32,3,5,1,161,3,54,13,9772550000,11,4887660000,11,3614360000,12,6210870000,12,5886700000,0,850,5
